device,micros,ax,ay,az,gx,gy,gz
0,0,15672,-56,5832,-483,-184,-49
1,566,15656,-1040,6372,268,37,1
2,1133,15208,392,8812,-314,211,49
3,1215,15208,392,8812,-314,211,49
0,4000,15536,0,5772,-474,-165,-34
1,4566,15576,-1032,6452,259,43,18
2,5133,15116,392,8680,-335,198,54
3,5216,15116,392,8680,-335,198,54
0,8000,15648,-8,5716,-504,-178,-20
1,8566,15680,-952,6344,279,49,-9
2,9133,15200,288,8576,-325,206,56
3,9216,15200,288,8576,-325,206,56
0,12000,15788,-28,5720,-495,-190,-40
1,12566,15720,-1028,6512,268,37,21
2,13133,15200,272,8524,-310,206,43
3,13215,15200,272,8524,-310,206,43
0,16000,15668,8,5844,-492,-167,-16
1,16565,15648,-1020,6440,270,28,1
2,17133,15204,348,8704,-336,212,58
3,17215,15204,348,8704,-336,212,58
0,20000,15680,100,5828,-503,-214,-12
1,20565,15768,-980,6324,257,14,13
2,21133,15116,364,8612,-351,198,70
3,21215,15116,364,8612,-351,198,70
0,24000,15744,0,5764,-519,-197,-27
1,24566,15636,-1108,6596,276,6,-1
2,25133,15160,308,8604,-369,170,52
3,25215,15160,308,8604,-369,170,52
0,28000,15684,16,5824,-528,-165,-3
1,28570,15732,-996,6496,241,10,3
2,29137,15188,340,8692,-363,188,64
3,29219,15188,340,8692,-363,188,64
0,31999,15556,-4,5936,-535,-173,-17
1,32569,15664,-920,6308,216,10,-13
2,33137,15232,392,8748,-383,184,55
3,33219,15232,392,8748,-383,184,55
0,36000,15640,16,5824,-529,-205,-30
1,36566,15756,-1060,6300,218,20,-7
2,37134,15168,376,8608,-382,204,63
3,37216,15168,376,8608,-382,204,63
0,40000,15516,-132,5824,-566,-172,-15
1,40566,15704,-912,6352,202,7,22
2,41133,15176,360,8456,-410,157,47
3,41215,15176,360,8456,-410,157,47
0,44000,15588,-24,5652,-583,-196,-29
1,44565,15776,-940,6260,174,31,-13
2,45133,15192,324,8752,-420,169,56
3,45215,15192,324,8752,-420,169,56
0,48000,15556,-8,5760,-587,-244,-21
1,48565,15716,-1008,6368,169,-1,9
2,49133,15152,384,8752,-444,173,70
3,49215,15152,384,8752,-444,173,70
0,52000,15564,-64,5712,-625,-206,-1
1,52566,15640,-1072,6400,138,-10,6
2,53133,15128,372,8776,-451,168,44
3,53215,15128,372,8776,-451,168,44
0,56000,15588,12,5820,-665,-188,-34
1,56566,15664,-988,6344,118,-1,-4
2,57133,15168,440,8672,-467,160,34
3,57215,15168,440,8672,-467,160,34
0,60000,15644,-8,5724,-670,-212,-34
1,60565,15692,-1048,6416,102,-2,8
2,61133,15068,404,8572,-520,151,51
3,61215,15068,404,8572,-520,151,51
0,64000,15772,12,5720,-663,-193,-15
1,64566,15660,-1012,6364,97,20,7
2,65133,15104,368,8648,-504,166,55
3,65215,15104,368,8648,-504,166,55
0,68000,15604,0,5796,-688,-204,-31
1,68569,15660,-1040,6440,76,-11,24
2,69137,15164,352,8608,-524,143,49
3,69219,15164,352,8608,-524,143,49
0,72000,15724,76,5800,-678,-221,-24
1,72569,15784,-992,6536,68,5,-3
2,73136,15200,304,8768,-548,128,49
3,73219,15200,304,8768,-548,128,49
0,76000,15816,20,5652,-713,-218,-40
1,76566,15676,-1072,6444,56,2,20
2,77134,15124,316,8572,-555,143,61
3,77216,15124,316,8572,-555,143,61
0,80000,15648,64,5744,-691,-229,-40
1,80566,15724,-1032,6400,42,-4,-9
2,81134,15200,392,8604,-573,136,75
3,81216,15200,392,8604,-573,136,75
0,84000,15644,60,5736,-711,-220,-31
1,84566,15700,-968,6452,60,1,28
2,85133,15196,388,8620,-536,140,40
3,85215,15196,388,8620,-536,140,40
0,88000,15704,64,5804,-723,-234,-17
1,88565,15656,-1020,6392,49,-25,-8
2,89133,15088,372,8744,-538,129,53
3,89215,15088,372,8744,-538,129,53
0,92000,15536,-40,5736,-743,-222,0
1,92565,15692,-1024,6472,43,-9,32
2,93133,15276,312,8648,-559,134,74
3,93215,15276,312,8648,-559,134,74
0,95999,15588,-40,5844,-733,-248,-15
1,96565,15720,-1064,6460,40,-16,11
2,97133,15216,420,8788,-555,120,72
3,97215,15216,420,8788,-555,120,72
0,99999,15524,-112,5828,-723,-234,-13
1,100565,15748,-1100,6520,44,-33,22
2,101133,15136,344,8604,-560,144,78
3,101215,15136,344,8604,-560,144,78
0,103999,15640,-132,5784,-716,-215,-29
1,104565,15728,-1088,6524,55,-12,29
2,105133,15168,324,8612,-547,96,60
3,105215,15168,324,8612,-547,96,60
0,108000,15584,-84,5740,-712,-216,-3
1,108569,15724,-984,6488,56,-56,7
2,109137,15224,296,8684,-551,140,78
3,109219,15224,296,8684,-551,140,78
0,112000,15636,-136,5764,-690,-243,-1
1,112568,15712,-1176,6644,59,-25,8
2,113135,15304,332,8660,-543,125,52
3,113218,15304,332,8660,-543,125,52
0,116000,15692,-80,5888,-696,-246,6
