device,micros,ax,ay,az,gx,gy,gz
0,0,2228,384,3034,1132,197,166
1,563,4771,275,3131,1115,167,163
2,644,4771,275,3131,1115,167,163
0,4001,2235,340,3073,1151,214,172
1,4564,4788,240,3146,1133,180,175
2,4644,4788,240,3146,1133,180,175
0,8000,2227,331,3081,1162,226,175
1,8563,4790,201,3142,1143,190,174
2,8644,4790,201,3142,1143,190,174
0,12001,2207,318,3110,1171,243,171
1,12564,4788,202,3126,1158,205,176
2,12644,4788,202,3126,1158,205,176
0,16000,2205,291,3114,1182,256,170
1,16563,4768,202,3134,1162,212,178
2,16644,4768,202,3134,1162,212,178
0,20001,2180,299,3118,1188,268,167
1,20564,4761,188,3151,1168,226,178
2,20644,4761,188,3151,1168,226,178
0,24000,2174,318,3139,1189,281,172
1,24563,4729,195,3152,1173,239,179
2,24644,4729,195,3152,1173,239,179
0,28001,2139,303,3150,1191,290,169
1,28564,4689,203,3130,1178,248,181
2,28644,4689,203,3130,1178,248,181
0,32000,2097,295,3120,1194,298,167
1,32563,4650,189,3133,1178,262,178
2,32644,4650,189,3133,1178,262,178
0,36001,2068,279,3121,1194,316,170
1,36564,4627,166,3098,1181,274,179
2,36644,4627,166,3098,1181,274,179
0,40001,2038,269,3095,1194,328,162
1,40564,4590,158,3088,1184,290,180
2,40644,4590,158,3088,1184,290,180
0,44000,2002,272,3079,1197,339,163
1,44563,4572,162,3080,1183,299,174
2,44643,4572,162,3080,1183,299,174
0,48000,1991,264,3060,1203,357,157
1,48563,4552,166,3056,1189,317,177
2,48643,4552,166,3056,1189,317,177
0,52000,1983,262,3031,1213,378,154
1,52563,4555,173,3031,1191,334,171
2,52643,4555,173,3031,1191,334,171
0,56000,2000,277,2996,1220,392,150
1,56563,4571,200,3014,1204,356,176
2,56643,4571,200,3014,1204,356,176
0,60000,2005,274,2952,1231,415,151
1,60563,4587,221,2997,1216,372,176
2,60643,4587,221,2997,1216,372,176
0,64000,2014,296,2955,1241,431,150
1,64563,4582,202,3035,1227,390,177
2,64643,4582,202,3035,1227,390,177
0,68000,2006,306,2980,1257,449,148
1,68563,4585,213,3075,1241,403,175
2,68643,4585,213,3075,1241,403,175
0,72000,2016,307,3066,1268,466,147
1,72563,4585,217,3133,1258,423,179
2,72643,4585,217,3133,1258,423,179
0,76000,2003,314,3101,1285,475,150
1,76563,4584,211,3149,1274,434,182
2,76643,4584,211,3149,1274,434,182
0,80000,1998,302,3155,1298,486,145
1,80563,4581,190,3206,1284,443,180
2,80643,4581,190,3206,1284,443,180
0,84000,2001,306,3213,1309,491,141
1,84563,4589,177,3251,1290,455,179
2,84643,4589,177,3251,1290,455,179
0,88000,1986,298,3249,1315,499,141
1,88563,4583,169,3275,1301,453,174
2,88643,4583,169,3275,1301,453,174
0,92000,1993,264,3289,1316,505,135
1,92563,4586,149,3275,1300,462,174
2,92643,4586,149,3275,1300,462,174
0,96000,1985,261,3319,1316,506,134
1,96563,4581,129,3284,1299,465,168
2,96643,4581,129,3284,1299,465,168
0,100000,1964,265,3332,1306,508,129
1,100563,4563,116,3295,1289,464,163
2,100643,4563,116,3295,1289,464,163
0,104000,1931,261,3382,1296,509,124
1,104563,4532,122,3288,1273,469,157
2,104643,4532,122,3288,1273,469,157
0,108000,1906,256,3386,1275,508,111
1,108563,4512,109,3286,1257,466,152
2,108643,4512,109,3286,1257,466,152
0,112000,1875,247,3419,1252,514,110
1,112563,4479,110,3258,1231,471,146
2,112643,4479,110,3258,1231,471,146
