device,micros,ax,ay,az,gx,gy,gz
0,0,-1707,-2638,3459,-420,-685,1271
1,563,1004,-2689,3001,-437,-812,1169
2,643,1004,-2689,3001,-437,-812,1169
0,4000,-1717,-2650,3461,-440,-665,1218
1,4563,1002,-2703,3012,-458,-780,1126
2,4643,1002,-2703,3012,-458,-780,1126
0,8000,-1726,-2638,3466,-466,-637,1165
1,8563,1011,-2674,3001,-483,-753,1073
2,8643,1011,-2674,3001,-483,-753,1073
0,12000,-1720,-2612,3483,-490,-619,1116
1,12563,1023,-2668,3014,-502,-723,1026
2,12643,1023,-2668,3014,-502,-723,1026
0,16000,-1703,-2609,3457,-510,-598,1060
1,16563,1040,-2655,3006,-528,-695,975
2,16643,1040,-2655,3006,-528,-695,975
0,20000,-1680,-2583,3497,-538,-576,1007
1,20563,1058,-2625,3021,-551,-667,922
2,20643,1058,-2625,3021,-551,-667,922
0,24000,-1662,-2563,3485,-559,-554,952
1,24563,1073,-2606,3026,-576,-641,874
2,24643,1073,-2606,3026,-576,-641,874
0,28000,-1644,-2532,3470,-576,-529,896
1,28563,1087,-2572,3023,-591,-610,823
2,28643,1087,-2572,3023,-591,-610,823
0,32000,-1615,-2504,3464,-592,-509,849
1,32563,1111,-2550,3050,-607,-584,778
2,32643,1111,-2550,3050,-607,-584,778
0,36000,-1590,-2456,3468,-607,-486,797
1,36563,1132,-2509,3064,-617,-553,725
2,36643,1132,-2509,3064,-617,-553,725
0,40000,-1563,-2427,3457,-618,-465,743
1,40563,1161,-2469,3102,-625,-527,678
2,40643,1161,-2469,3102,-625,-527,678
0,44000,-1537,-2372,3468,-621,-443,690
1,44562,1195,-2430,3104,-633,-499,629
2,44642,1195,-2430,3104,-633,-499,629
0,48000,-1496,-2335,3456,-626,-421,638
1,48563,1224,-2382,3143,-635,-470,580
2,48643,1224,-2382,3143,-635,-470,580
0,52000,-1465,-2289,3457,-624,-403,591
1,52562,1239,-2341,3128,-630,-443,534
2,52643,1239,-2341,3128,-630,-443,534
0,56000,-1428,-2241,3461,-622,-379,541
1,56563,1291,-2282,3170,-627,-416,489
2,56643,1291,-2282,3170,-627,-416,489
0,60000,-1403,-2204,3468,-609,-356,487
1,60562,1319,-2246,3202,-618,-391,442
2,60642,1319,-2246,3202,-618,-391,442
0,64000,-1374,-2143,3448,-603,-333,447
1,64563,1352,-2201,3207,-606,-363,394
2,64643,1352,-2201,3207,-606,-363,394
0,68000,-1354,-2126,3452,-583,-316,396
1,68562,1363,-2164,3232,-593,-332,353
2,68643,1363,-2164,3232,-593,-332,353
0,72000,-1346,-2108,3457,-571,-295,347
1,72563,1380,-2141,3236,-577,-310,304
2,72643,1380,-2141,3236,-577,-310,304
0,76000,-1321,-2097,3431,-550,-272,302
1,76562,1373,-2127,3248,-556,-284,265
2,76642,1373,-2127,3248,-556,-284,265
0,80000,-1322,-2071,3413,-528,-247,253
1,80563,1377,-2106,3262,-530,-257,216
2,80643,1377,-2106,3262,-530,-257,216
0,84000,-1334,-2078,3421,-495,-228,206
1,84562,1361,-2115,3257,-506,-227,175
2,84643,1361,-2115,3257,-506,-227,175
0,88000,-1336,-2065,3421,-469,-204,158
1,88563,1354,-2129,3275,-476,-202,129
2,88643,1354,-2129,3275,-476,-202,129
0,92000,-1357,-2065,3424,-441,-182,111
1,92562,1322,-2116,3257,-446,-177,83
2,92642,1322,-2116,3257,-446,-177,83
0,96000,-1376,-2090,3413,-409,-156,63
1,96563,1330,-2111,3289,-414,-145,38
2,96643,1330,-2111,3289,-414,-145,38
0,100000,-1403,-2099,3416,-377,-134,11
1,100562,1333,-2121,3260,-383,-120,-11
2,100643,1333,-2121,3260,-383,-120,-11
0,104000,-1419,-2088,3410,-348,-111,-37
1,104563,1305,-2127,3260,-356,-91,-56
2,104643,1305,-2127,3260,-356,-91,-56
0,108000,-1445,-2106,3405,-321,-92,-90
1,108562,1293,-2136,3257,-322,-62,-103
2,108642,1293,-2136,3257,-322,-62,-103
0,112000,-1461,-2114,3396,-284,-63,-136
1,112563,1259,-2135,3268,-293,-33,-155
2,112643,1259,-2135,3268,-293,-33,-155
0,116000,-1463,-2131,3406,-252,-38,-192
1,116562,1260,-2149,3264,-259,0,-200
2,116643,1260,-2149,3264,-259,0,-200
0,120000,-1480,-2140,3404,-217,-14,-239
1,120563,1249,-2160,3277,-225,27,-250
2,120643,1249,-2160,3277,-225,27,-250
0,124000,-1490,-2125,3391,-182,11,-296
1,124562,1229,-2146,3263,-186,61,-299
2,124642,1229,-2146,3263,-186,61,-299
0,128000,-1487,-2124,3399,-146,39,-345
1,128563,1224,-2156,3260,-153,89,-345
2,128643,1224,-2156,3260,-153,89,-345
0,132000,-1509,-2122,3397,-104,67,-399
1,132562,1218,-2155,3267,-117,121,-399
2,132643,1218,-2155,3267,-117,121,-399
0,136000,-1516,-2127,3386,-67,90,-453
1,136563,1187,-2146,3268,-79,154,-447
2,136643,1187,-2146,3268,-79,154,-447
0,140000,-1531,-2128,3360,-30,120,-502
1,140562,1183,-2157,3267,-33,184,-497
2,140642,1183,-2157,3267,-33,184,-497
0,144000,-1550,-2127,3369,14,143,-558
1,144563,1178,-2151,3269,8,219,-550
2,144643,1178,-2151,3269,8,219,-550
0,148000,-1563,-2129,3374,58,172,-605
1,148562,1165,-2145,3271,49,248,-595
2,148643,1165,-2145,3271,49,248,-595
0,152000,-1569,-2130,3371,100,197,-659
1,152563,1165,-2143,3260,92,277,-645
2,152643,1165,-2143,3260,92,277,-645
0,156000,-1577,-2130,3345,148,222,-715
1,156562,1153,-2160,3259,134,308,-692
2,156642,1153,-2160,3259,134,308,-692
0,160000,-1580,-2120,3390,183,247,-762
1,160563,1157,-2159,3251,176,340,-745
2,160643,1157,-2159,3251,176,340,-745
0,164000,-1578,-2121,3392,220,276,-816
1,164562,1150,-2154,3232,209,373,-791
2,164643,1150,-2154,3232,209,373,-791
0,168000,-1577,-2105,3389,253,300,-867
1,168563,1151,-2142,3250,240,402,-839
2,168643,1151,-2142,3250,240,402,-839
0,172000,-1565,-2092,3388,287,326,-921
1,172562,1153,-2127,3246,274,437,-886
2,172642,1153,-2127,3246,274,437,-886
0,176000,-1569,-2072,3397,313,355,-971
1,176563,1143,-2122,3251,306,466,-936
2,176643,1143,-2122,3251,306,466,-936
0,180000,-1556,-2062,3395,343,381,-1022
1,180562,1156,-2106,3233,333,495,-983
2,180643,1156,-2106,3233,333,495,-983
0,184000,-1557,-2043,3388,374,410,-1070
1,184563,1153,-2085,3234,362,528,-1027
2,184643,1153,-2085,3234,362,528,-1027
0,188000,-1543,-2017,3402,400,430,-1118
