device,micros,ax,ay,az,gx,gy,gz
0,0,1692,582,3906,671,-341,-163
1,565,4363,377,3810,641,-326,-222
2,646,4363,377,3810,641,-326,-222
0,4000,1691,539,3962,659,-369,-176
1,4566,4338,318,3952,629,-356,-240
2,4646,4338,318,3952,629,-356,-240
0,8001,1678,525,4067,637,-408,-189
1,8565,4343,308,3999,607,-393,-264
2,8645,4343,308,3999,607,-393,-264
0,12000,1710,510,4035,627,-447,-200
1,12563,4366,270,4033,599,-430,-275
2,12645,4366,270,4033,599,-430,-275
0,16001,1701,477,3970,635,-498,-213
1,16565,4371,275,3984,606,-477,-297
2,16646,4371,275,3984,606,-477,-297
0,20000,1722,439,3793,648,-546,-223
1,20566,4386,235,3870,621,-517,-315
2,20646,4386,235,3870,621,-517,-315
0,24001,1742,372,3613,678,-591,-241
1,24565,4411,199,3744,649,-560,-335
2,24645,4411,199,3744,649,-560,-335
0,28000,1741,340,3539,703,-646,-256
1,28563,4408,187,3630,671,-614,-356
2,28645,4408,187,3630,671,-614,-356
0,32001,1709,365,3601,715,-687,-266
1,32565,4384,195,3639,680,-654,-375
2,32646,4384,195,3639,680,-654,-375
0,36000,1677,372,3737,707,-735,-281
1,36566,4340,209,3660,668,-697,-396
2,36646,4340,209,3660,668,-697,-396
0,40000,1639,362,3850,685,-788,-294
1,40566,4335,166,3743,638,-749,-416
2,40646,4335,166,3743,638,-749,-416
0,44001,1655,302,3951,645,-834,-308
1,44565,4342,100,3792,603,-793,-444
2,44645,4342,100,3792,603,-793,-444
0,48000,1680,244,3846,617,-882,-330
1,48563,4367,54,3718,575,-836,-465
2,48645,4367,54,3718,575,-836,-465
0,52001,1684,241,3669,596,-933,-350
1,52565,4369,80,3563,555,-881,-496
2,52646,4369,80,3563,555,-881,-496
0,56000,1666,283,3530,576,-967,-371
1,56566,4343,138,3436,532,-915,-513
2,56646,4343,138,3436,532,-915,-513
0,60001,1642,358,3441,560,-1001,-386
1,60565,4286,218,3355,514,-943,-531
2,60645,4286,218,3355,514,-943,-531
0,64000,1617,378,3344,550,-1030,-395
1,64563,4243,271,3313,509,-970,-548
2,64645,4243,271,3313,509,-970,-548
0,68001,1597,422,3306,548,-1060,-403
1,68565,4200,286,3324,505,-991,-558
2,68646,4200,286,3324,505,-991,-558
0,72000,1545,375,3303,546,-1080,-411
1,72566,4146,261,3319,505,-1011,-570
2,72646,4146,261,3319,505,-1011,-570
0,76001,1521,333,3311,543,-1105,-426
1,76565,4121,210,3263,497,-1038,-584
2,76645,4121,210,3263,497,-1038,-584
0,80000,1506,326,3297,525,-1123,-433
1,80563,4106,214,3249,479,-1051,-596
2,80645,4106,214,3249,479,-1051,-596
0,84001,1510,357,3280,512,-1148,-437
1,84566,4119,234,3249,468,-1071,-604
2,84646,4119,234,3249,468,-1071,-604
0,88001,1527,366,3302,501,-1167,-446
1,88566,4111,242,3254,449,-1090,-615
2,88646,4111,242,3254,449,-1090,-615
0,92001,1502,361,3344,483,-1178,-443
1,92566,4091,235,3300,435,-1104,-614
2,92646,4091,235,3300,435,-1104,-614
0,96001,1479,364,3290,469,-1194,-446
1,96566,4053,255,3245,426,-1122,-619
2,96646,4053,255,3245,426,-1122,-619
0,100001,1428,387,3183,464,-1209,-446
1,100566,4005,283,3178,413,-1128,-619
2,100646,4005,283,3178,413,-1128,-619
