device,micros,ax,ay,az,gx,gy,gz
0,0,1077,612,3219,1137,1603,319
1,563,3634,461,3627,1161,1483,517
2,643,3634,461,3627,1161,1483,517
0,4002,1116,669,3372,1180,1616,325
1,4564,3712,519,3447,1189,1545,518
2,4645,3712,519,3447,1189,1545,518
0,8001,1083,636,3612,1186,1686,323
1,8564,3701,481,3641,1192,1615,524
2,8647,3701,481,3641,1192,1615,524
0,12002,1137,654,3334,1200,1680,328
1,12565,3711,529,3455,1212,1566,532
2,12647,3711,529,3455,1212,1566,532
0,16002,1210,671,3328,1221,1708,338
1,16564,3758,515,3593,1238,1635,540
2,16646,3758,515,3593,1238,1635,540
0,20001,1245,710,3382,1271,1749,341
1,20564,3801,551,3596,1282,1620,554
2,20646,3801,551,3596,1282,1620,554
0,24001,1240,681,3402,1277,1766,348
1,24564,3832,530,3487,1287,1632,559
2,24646,3832,530,3487,1287,1632,559
0,28001,1243,659,3404,1291,1795,351
1,28564,3833,504,3523,1301,1675,566
2,28646,3833,504,3523,1301,1675,566
0,32001,1254,670,3357,1301,1827,353
1,32564,3855,531,3532,1317,1709,572
2,32646,3855,531,3532,1317,1709,572
0,36001,1260,706,3294,1322,1855,362
1,36564,3831,565,3466,1338,1735,583
2,36646,3831,565,3466,1338,1735,583
0,40001,1236,706,3329,1342,1879,366
1,40564,3820,565,3492,1357,1760,590
2,40647,3820,565,3492,1357,1760,590
0,44002,1206,689,3366,1366,1908,372
1,44564,3805,546,3568,1382,1792,603
2,44646,3805,546,3568,1382,1792,603
0,48001,1177,699,3441,1376,1931,373
1,48564,3786,535,3530,1385,1811,604
2,48646,3786,535,3530,1385,1811,604
0,52001,1161,685,3476,1383,1950,378
1,52564,3773,498,3602,1398,1832,611
2,52646,3773,498,3602,1398,1832,611
0,56001,1144,661,3505,1404,1969,379
1,56564,3766,489,3674,1423,1851,614
2,56646,3766,489,3674,1423,1851,614
0,60001,1147,637,3518,1424,1988,380
1,60564,3758,462,3662,1436,1864,617
2,60646,3758,462,3662,1436,1864,617
0,64001,1146,618,3594,1428,1995,374
1,64564,3759,449,3682,1443,1875,619
2,64646,3759,449,3682,1443,1875,619
0,68001,1112,626,3652,1433,2011,372
1,68564,3754,443,3724,1446,1886,612
2,68646,3754,443,3724,1446,1886,612
0,72001,1130,632,3640,1441,2019,375
1,72564,3764,448,3725,1454,1894,617
2,72646,3764,448,3725,1454,1894,617
0,76001,1149,628,3629,1452,2024,369
1,76564,3769,431,3749,1459,1901,614
2,76646,3769,431,3749,1459,1901,614
0,80001,1158,616,3690,1455,2037,372
1,80564,3809,427,3755,1465,1911,616
2,80647,3809,427,3755,1465,1911,616
0,84002,1177,623,3678,1459,2041,368
1,84564,3810,423,3770,1469,1914,612
2,84646,3810,423,3770,1469,1914,612
0,88001,1189,613,3678,1459,2045,368
1,88564,3832,414,3742,1469,1924,613
2,88646,3832,414,3742,1469,1924,613
0,92001,1206,625,3631,1456,2052,364
1,92564,3861,442,3716,1474,1932,608
2,92646,3861,442,3716,1474,1932,608
0,96001,1225,621,3605,1465,2065,363
1,96564,3878,444,3695,1478,1937,611
2,96646,3878,444,3695,1478,1937,611
0,100001,1264,618,3567,1469,2075,361
1,100564,3914,438,3631,1478,1947,609
2,100646,3914,438,3631,1478,1947,609
0,104001,1305,610,3531,1465,2083,365
1,104564,3951,441,3592,1474,1963,609
2,104646,3951,441,3592,1474,1963,609
0,108001,1333,615,3496,1460,2100,353
1,108564,3997,444,3533,1473,1975,608
2,108646,3997,444,3533,1473,1975,608
0,112001,1392,633,3435,1461,2115,357
1,112564,4034,473,3511,1477,1993,611
2,112646,4034,473,3511,1477,1993,611
0,116001,1443,665,3410,1464,2133,356
1,116564,4072,496,3491,1475,2009,615
2,116646,4072,496,3491,1475,2009,615
0,120001,1478,690,3393,1466,2150,355
1,120564,4106,532,3481,1480,2027,618
2,120647,4106,532,3481,1480,2027,618
0,124002,1504,713,3424,1468,2169,359
1,124564,4126,565,3506,1486,2045,625
2,124646,4126,565,3506,1486,2045,625
0,128001,1547,737,3425,1468,2179,362
1,128564,4151,560,3518,1481,2059,629
2,128646,4151,560,3518,1481,2059,629
0,132001,1570,712,3450,1476,2197,365
1,132564,4192,521,3554,1491,2070,631
2,132646,4192,521,3554,1491,2070,631
0,136001,1590,658,3467,1481,2208,366
1,136564,4227,485,3580,1495,2085,632
2,136646,4227,485,3580,1495,2085,632
0,140001,1602,619,3517,1480,2219,364
1,140564,4259,426,3571,1497,2096,634
2,140646,4259,426,3571,1497,2096,634
0,144001,1614,563,3540,1480,2230,357
1,144564,4279,372,3587,1496,2105,626
2,144646,4279,372,3587,1496,2105,626
0,148001,1617,507,3552,1476,2237,347
1,148564,4316,327,3579,1493,2111,617
2,148646,4316,327,3579,1493,2111,617
0,152001,1636,465,3538,1469,2245,335
1,152564,4333,282,3540,1487,2117,609
2,152646,4333,282,3540,1487,2117,609
0,156001,1666,450,3514,1469,2252,320
1,156564,4375,274,3543,1481,2129,597
2,156646,4375,274,3543,1481,2129,597
0,160001,1687,441,3536,1465,2260,309
1,160564,4397,262,3547,1477,2132,583
2,160647,4397,262,3547,1477,2132,583
0,164002,1701,462,3561,1460,2260,297
1,164564,4395,275,3579,1475,2140,569
2,164646,4395,275,3579,1475,2140,569
0,168001,1709,494,3566,1459,2260,289
1,168564,4379,292,3656,1473,2144,566
2,168646,4379,292,3656,1473,2144,566
