device,micros,ax,ay,az,gx,gy,gz
0,0,8,-1332,5423,-1182,265,-122
1,563,2479,-1679,5334,-1164,304,-71
2,643,2479,-1679,5334,-1164,304,-71
0,4000,5,-1330,5414,-1158,278,-108
1,4563,2475,-1688,5337,-1140,312,-60
2,4643,2475,-1688,5337,-1140,312,-60
0,8000,-10,-1336,5402,-1135,285,-99
1,8563,2468,-1698,5286,-1116,323,-46
2,8643,2468,-1698,5286,-1116,323,-46
0,12000,-7,-1348,5407,-1117,297,-88
1,12563,2471,-1687,5267,-1095,331,-32
2,12643,2471,-1687,5267,-1095,331,-32
0,16000,-11,-1370,5382,-1098,307,-77
1,16563,2476,-1718,5233,-1082,341,-22
2,16643,2476,-1718,5233,-1082,341,-22
0,20000,-23,-1385,5413,-1093,319,-70
1,20563,2490,-1732,5225,-1071,354,-13
2,20643,2490,-1732,5225,-1071,354,-13
0,24000,-24,-1423,5442,-1093,328,-62
1,24563,2490,-1767,5224,-1072,358,-9
2,24643,2490,-1767,5224,-1072,358,-9
0,28000,-46,-1455,5452,-1089,339,-61
1,28563,2483,-1799,5243,-1071,368,-3
2,28643,2483,-1799,5243,-1071,368,-3
0,32000,-45,-1493,5425,-1084,346,-54
1,32563,2483,-1836,5232,-1067,369,-1
2,32643,2483,-1836,5232,-1067,369,-1
0,36000,-31,-1514,5383,-1072,351,-50
1,36563,2488,-1854,5222,-1054,384,9
2,36643,2488,-1854,5222,-1054,384,9
0,39999,-31,-1528,5389,-1063,358,-52
1,40562,2483,-1873,5210,-1042,387,7
2,40642,2483,-1873,5210,-1042,387,7
0,43999,-9,-1519,5367,-1047,369,-42
1,44562,2486,-1863,5188,-1030,392,18
2,44642,2486,-1863,5188,-1030,392,18
0,47999,-15,-1516,5339,-1028,378,-44
1,48562,2477,-1863,5184,-1009,402,23
2,48642,2477,-1863,5184,-1009,402,23
0,51999,-24,-1509,5336,-1006,386,-31
1,52562,2486,-1851,5204,-989,410,30
2,52642,2486,-1851,5204,-989,410,30
0,55999,-26,-1502,5326,-988,393,-29
1,56562,2486,-1837,5187,-964,416,33
2,56642,2486,-1837,5187,-964,416,33
0,59999,-32,-1490,5329,-965,401,-28
1,60562,2485,-1834,5183,-949,423,37
2,60642,2485,-1834,5183,-949,423,37
0,63999,-41,-1479,5284,-947,413,-28
1,64562,2480,-1818,5166,-924,430,42
2,64642,2480,-1818,5166,-924,430,42
0,67999,-40,-1476,5298,-919,417,-18
1,68562,2478,-1804,5176,-898,440,47
2,68642,2478,-1804,5176,-898,440,47
0,71999,-40,-1476,5292,-896,427,-11
1,72562,2464,-1801,5152,-878,444,57
2,72642,2464,-1801,5152,-878,444,57
0,75999,-48,-1483,5307,-882,436,-10
1,76562,2470,-1807,5142,-864,456,58
2,76642,2470,-1807,5142,-864,456,58
0,79999,-64,-1486,5314,-868,439,-6
1,80562,2469,-1811,5151,-848,458,65
2,80642,2469,-1811,5151,-848,458,65
0,83999,-58,-1506,5307,-853,447,2
1,84562,2448,-1821,5136,-838,462,68
2,84642,2448,-1821,5136,-838,462,68
0,87999,-56,-1506,5283,-843,454,1
1,88562,2453,-1838,5103,-824,469,72
2,88642,2453,-1838,5103,-824,469,72
0,91999,-54,-1513,5294,-835,459,5
1,92562,2438,-1833,5096,-822,472,75
2,92642,2438,-1833,5096,-822,472,75
0,95999,-72,-1500,5282,-830,467,9
1,96562,2440,-1830,5065,-814,478,77
2,96642,2440,-1830,5065,-814,478,77
0,99999,-72,-1484,5280,-831,472,11
1,100562,2421,-1814,5063,-815,485,81
2,100642,2421,-1814,5063,-815,485,81
0,103999,-90,-1476,5275,-836,475,14
1,104562,2422,-1817,5045,-819,489,86
2,104642,2422,-1817,5045,-819,489,86
0,107999,-104,-1499,5283,-837,487,17
1,108562,2422,-1810,5025,-826,497,88
2,108642,2422,-1810,5025,-826,497,88
0,111999,-123,-1514,5293,-853,489,14
1,112562,2407,-1814,5009,-839,500,91
2,112642,2407,-1814,5009,-839,500,91
0,115999,-141,-1499,5282,-865,495,14
1,116562,2393,-1831,5021,-850,504,93
2,116642,2393,-1831,5021,-850,504,93
0,119999,-146,-1503,5277,-878,505,21
1,120562,2383,-1824,4989,-862,512,92
2,120642,2383,-1824,4989,-862,512,92
0,123999,-140,-1496,5288,-890,505,24
1,124562,2380,-1819,5011,-874,512,97
2,124642,2380,-1819,5011,-874,512,97
0,127999,-141,-1495,5310,-908,503,22
1,128562,2384,-1827,5006,-889,515,99
2,128642,2384,-1827,5006,-889,515,99
0,131999,-133,-1506,5316,-922,509,29
1,132562,2377,-1833,5009,-905,520,103
2,132642,2377,-1833,5009,-905,520,103
0,135999,-147,-1537,5308,-938,505,31
1,136562,2367,-1862,5022,-922,522,105
2,136642,2367,-1862,5022,-922,522,105
0,139999,-152,-1563,5282,-947,513,30
1,140562,2351,-1875,5012,-931,520,110
2,140642,2351,-1875,5012,-931,520,110
0,143999,-149,-1562,5268,-953,513,34
1,144562,2353,-1893,5005,-935,523,112
2,144642,2353,-1893,5005,-935,523,112
0,147999,-170,-1580,5263,-959,512,33
1,148562,2358,-1905,5009,-937,523,114
2,148642,2358,-1905,5009,-937,523,114
0,151999,-168,-1602,5285,-957,515,39
1,152562,2356,-1898,5028,-939,522,117
2,152642,2356,-1898,5028,-939,522,117
0,155999,-178,-1606,5265,-953,514,34
1,156562,2342,-1924,5052,-933,523,115
2,156642,2342,-1924,5052,-933,523,115
0,159999,-191,-1610,5242,-940,511,41
1,160562,2339,-1927,5092,-915,519,119
2,160642,2339,-1927,5092,-915,519,119
0,163999,-189,-1612,5229,-915,516,44
1,164562,2338,-1922,5082,-892,519,121
2,164642,2338,-1922,5082,-892,519,121
0,167999,-204,-1607,5208,-881,515,51
1,168562,2326,-1919,5102,-862,520,125
2,168642,2326,-1919,5102,-862,520,125
0,171999,-203,-1620,5186,-846,514,54
1,172562,2316,-1923,5127,-824,518,127
2,172642,2316,-1923,5127,-824,518,127
0,175999,-211,-1619,5147,-800,511,57
1,176562,2300,-1905,5131,-775,512,134
2,176642,2300,-1905,5131,-775,512,134
0,179999,-202,-1618,5117,-743,512,66
1,180562,2280,-1903,5134,-716,509,142
2,180642,2280,-1903,5134,-716,509,142
0,183999,-207,-1617,5110,-680,510,76
1,184562,2277,-1901,5132,-657,500,148
2,184642,2277,-1901,5132,-657,500,148
0,187999,-210,-1615,5099,-615,505,84
1,188562,2269,-1899,5142,-596,501,161
2,188642,2269,-1899,5142,-596,501,161
0,191999,-213,-1613,5108,-553,500,96
1,192562,2264,-1895,5125,-532,496,169
2,192642,2264,-1895,5125,-532,496,169
0,195999,-217,-1613,5099,-489,493,106
1,196562,2258,-1903,5139,-468,487,180
2,196642,2258,-1903,5139,-468,487,180
0,199999,-223,-1634,5101,-425,493,116
1,200562,2279,-1904,5143,-407,477,187
2,200642,2279,-1904,5143,-407,477,187
0,203999,-215,-1638,5107,-359,492,128
1,204562,2273,-1928,5141,-345,475,196
2,204642,2273,-1928,5141,-345,475,196
0,207999,-232,-1663,5072,-295,487,137
1,208562,2273,-1943,5126,-278,467,202
2,208642,2273,-1943,5126,-278,467,202
0,211999,-237,-1671,5077,-234,484,143
1,212562,2271,-1941,5124,-218,463,213
2,212642,2271,-1941,5124,-218,463,213
0,215999,-252,-1654,5092,-175,483,154
1,216562,2255,-1942,5115,-163,454,221
2,216642,2255,-1942,5115,-163,454,221
0,219999,-266,-1653,5113,-129,480,161
1,220562,2242,-1944,5094,-115,453,226
2,220642,2242,-1944,5094,-115,453,226
0,223999,-287,-1666,5136,-82,478,163
1,224562,2236,-1938,5078,-78,451,224
2,224642,2236,-1938,5078,-78,451,224
0,227999,-270,-1678,5146,-41,473,167
1,228562,2237,-1952,5067,-36,446,227
2,228642,2237,-1952,5067,-36,446,227
0,231999,-286,-1680,5145,-7,469,166
1,232562,2254,-1961,5062,-3,443,228
2,232642,2254,-1961,5062,-3,443,228
0,235999,-290,-1688,5157,24,470,170
1,236562,2235,-1975,5024,28,439,225
2,236642,2235,-1975,5024,28,439,225
0,239999,-301,-1697,5156,42,467,165
1,240562,2244,-1982,5006,43,436,226
2,240642,2244,-1982,5006,43,436,226
0,243999,-301,-1706,5167,64,461,167
1,244562,2233,-2000,4998,65,433,220
2,244642,2233,-2000,4998,65,433,220
0,247999,-305,-1723,5168,77,459,166
1,248562,2224,-2005,4979,78,431,220
2,248642,2224,-2005,4979,78,431,220
0,251999,-322,-1728,5161,90,454,162
1,252562,2241,-2014,4956,88,427,216
2,252642,2241,-2014,4956,88,427,216
0,255999,-324,-1714,5175,97,456,159
1,256562,2238,-2004,4939,91,424,212
2,256642,2238,-2004,4939,91,424,212
0,259999,-317,-1711,5167,94,450,154
1,260562,2232,-2001,4931,98,421,207
2,260642,2232,-2001,4931,98,421,207
0,263999,-319,-1703,5182,95,449,150
1,264562,2239,-1999,4927,93,420,206
2,264642,2239,-1999,4927,93,420,206
0,267999,-338,-1697,5177,94,448,146
1,268562,2237,-1986,4919,91,414,199
2,268642,2237,-1986,4919,91,414,199
0,271999,-346,-1685,5173,94,442,144
