device,micros,ax,ay,az,gx,gy,gz
0,0,267,-1759,3978,2062,1595,-115
1,563,3000,-1983,3819,2040,1547,46
2,643,3000,-1983,3819,2040,1547,46
0,4000,277,-1727,4007,2071,1610,-148
1,4563,3009,-1948,3857,2062,1547,22
2,4643,3009,-1948,3857,2062,1547,22
0,8000,280,-1710,4011,2104,1625,-179
1,8562,3008,-1935,3892,2082,1556,-11
2,8643,3008,-1935,3892,2082,1556,-11
0,12000,290,-1676,4029,2147,1642,-210
1,12563,3019,-1907,3914,2113,1613,-37
2,12643,3019,-1907,3914,2113,1613,-37
0,16000,292,-1651,4085,2146,1649,-239
1,16562,3006,-1897,3936,2141,1627,-68
2,16642,3006,-1897,3936,2141,1627,-68
0,20001,296,-1628,4124,2158,1660,-269
1,20563,3019,-1871,3966,2159,1620,-93
2,20644,3019,-1871,3966,2159,1620,-93
0,24000,298,-1602,4156,2190,1672,-295
1,24563,3006,-1858,3987,2175,1618,-125
2,24643,3006,-1858,3987,2175,1618,-125
0,28000,297,-1558,4214,2199,1681,-327
1,28563,3019,-1841,4002,2185,1619,-154
2,28643,3019,-1841,4002,2185,1619,-154
0,32000,299,-1550,4257,2205,1691,-358
1,32562,3014,-1818,4049,2197,1621,-181
2,32643,3014,-1818,4049,2197,1621,-181
0,36000,295,-1509,4269,2227,1695,-387
1,36563,3022,-1782,4089,2207,1651,-209
2,36643,3022,-1782,4089,2207,1651,-209
0,40000,290,-1487,4298,2242,1700,-412
1,40563,3017,-1767,4117,2219,1642,-239
2,40643,3017,-1767,4117,2219,1642,-239
0,44000,286,-1458,4325,2253,1714,-447
1,44563,3024,-1753,4170,2228,1674,-267
2,44643,3024,-1753,4170,2228,1674,-267
0,48000,280,-1442,4336,2264,1713,-474
1,48562,3018,-1728,4175,2248,1694,-293
2,48643,3018,-1728,4175,2248,1694,-293
0,52000,267,-1433,4338,2296,1720,-501
1,52563,3018,-1717,4237,2277,1685,-324
2,52643,3018,-1717,4237,2277,1685,-324
0,56000,267,-1409,4348,2329,1720,-529
1,56562,3029,-1703,4292,2303,1695,-350
2,56642,3029,-1703,4292,2303,1695,-350
0,60001,265,-1393,4357,2365,1723,-556
1,60563,3015,-1690,4289,2346,1707,-378
2,60644,3015,-1690,4289,2346,1707,-378
0,64000,291,-1361,4389,2398,1727,-579
1,64563,3025,-1659,4329,2377,1709,-404
2,64643,3025,-1659,4329,2377,1709,-404
0,68000,288,-1323,4421,2433,1728,-606
1,68563,3018,-1643,4331,2415,1701,-428
2,68643,3018,-1643,4331,2415,1701,-428
0,72000,307,-1291,4460,2461,1725,-631
1,72562,3039,-1632,4371,2438,1702,-455
2,72643,3039,-1632,4371,2438,1702,-455
0,76000,306,-1277,4502,2494,1720,-657
1,76563,3029,-1606,4396,2465,1705,-481
2,76643,3029,-1606,4396,2465,1705,-481
0,80000,311,-1243,4527,2515,1716,-681
1,80562,3026,-1577,4400,2488,1707,-504
2,80642,3026,-1577,4400,2488,1707,-504
0,84001,313,-1221,4579,2538,1717,-704
1,84563,3039,-1586,4437,2506,1702,-527
2,84644,3039,-1586,4437,2506,1702,-527
0,88000,312,-1185,4612,2544,1709,-722
1,88563,3044,-1558,4432,2519,1707,-553
2,88643,3044,-1558,4432,2519,1707,-553
0,92000,324,-1172,4710,2542,1704,-750
1,92563,3058,-1535,4435,2505,1707,-573
2,92643,3058,-1535,4435,2505,1707,-573
0,96000,308,-1183,4730,2512,1700,-769
1,96562,3050,-1536,4405,2481,1693,-598
2,96643,3050,-1536,4405,2481,1693,-598
0,100000,311,-1157,4793,2482,1684,-793
1,100563,3060,-1529,4420,2449,1696,-619
2,100643,3060,-1529,4420,2449,1696,-619
0,104000,293,-1158,4821,2451,1690,-818
1,104562,3034,-1521,4461,2415,1698,-645
2,104642,3034,-1521,4461,2415,1698,-645
0,108001,283,-1169,4821,2419,1681,-839
1,108563,3022,-1508,4463,2388,1673,-666
2,108644,3022,-1508,4463,2388,1673,-666
0,112000,285,-1143,4799,2389,1672,-857
1,112563,3006,-1521,4455,2356,1695,-686
2,112643,3006,-1521,4455,2356,1695,-686
0,116000,282,-1106,4857,2348,1671,-876
1,116563,3011,-1481,4442,2310,1686,-706
2,116643,3011,-1481,4442,2310,1686,-706
0,120000,286,-1025,4883,2305,1662,-896
1,120562,2994,-1399,4491,2267,1683,-722
2,120643,2994,-1399,4491,2267,1683,-722
0,124000,295,-930,4906,2246,1664,-909
1,124563,2974,-1317,4492,2219,1683,-737
2,124643,2974,-1317,4492,2219,1683,-737
0,128000,292,-850,4893,2203,1659,-919
1,128562,2946,-1218,4497,2165,1675,-743
2,128642,2946,-1218,4497,2165,1675,-743
0,132001,302,-767,4878,2116,1659,-930
1,132563,2948,-1124,4473,2104,1697,-751
2,132644,2948,-1124,4473,2104,1697,-751
0,136000,289,-708,4943,2104,1663,-926
1,136563,2921,-1056,4507,2046,1686,-749
2,136643,2921,-1056,4507,2046,1686,-749
0,140000,282,-634,4968,2020,1666,-928
1,140563,2875,-1009,4554,1978,1701,-745
2,140643,2875,-1009,4554,1978,1701,-745
0,144000,274,-590,4956,1950,1666,-922
1,144562,2875,-958,4510,1910,1701,-741
2,144643,2875,-958,4510,1910,1701,-741
0,148000,270,-561,4939,1889,1674,-919
1,148563,2869,-930,4525,1857,1705,-735
2,148643,2869,-930,4525,1857,1705,-735
0,152000,276,-580,4923,1824,1680,-919
1,152562,2874,-933,4542,1789,1716,-725
2,152642,2874,-933,4542,1789,1716,-725
0,156001,279,-583,4959,1764,1684,-911
1,156563,2880,-926,4602,1724,1718,-723
2,156644,2880,-926,4602,1724,1718,-723
0,160000,265,-597,4970,1711,1683,-911
1,160563,2874,-936,4623,1707,1729,-713
2,160643,2874,-936,4623,1707,1729,-713
0,164000,257,-621,4948,1662,1691,-905
1,164563,2894,-974,4608,1641,1727,-713
2,164643,2894,-974,4608,1641,1727,-713
0,168000,275,-636,4991,1609,1693,-907
1,168562,2900,-981,4614,1588,1734,-711
2,168643,2900,-981,4614,1588,1734,-711
0,172000,286,-622,5039,1562,1700,-905
1,172563,2925,-972,4712,1547,1738,-709
2,172643,2925,-972,4712,1547,1738,-709
0,176000,304,-640,5072,1522,1699,-907
1,176562,2928,-995,4714,1502,1738,-712
2,176642,2928,-995,4714,1502,1738,-712
0,180001,302,-647,5042,1473,1707,-909
1,180563,2926,-983,4691,1457,1745,-708
2,180644,2926,-983,4691,1457,1745,-708
0,184000,316,-635,5079,1426,1698,-907
1,184563,2933,-973,4757,1415,1735,-714
2,184643,2933,-973,4757,1415,1735,-714
0,188000,352,-594,5202,1386,1697,-913
1,188563,2986,-962,4887,1370,1738,-710
2,188643,2986,-962,4887,1370,1738,-710
0,192000,355,-577,5300,1342,1694,-915
1,192562,2961,-944,4966,1327,1732,-718
2,192643,2961,-944,4966,1327,1732,-718
0,196000,284,-454,5620,1292,1644,-911
1,196563,2889,-867,5263,1275,1671,-716
