device,micros,ax,ay,az,gx,gy,gz
0,0,-542,268,5528,-444,6,63
1,563,2175,-100,5721,-442,18,64
2,643,2175,-100,5721,-442,18,64
0,4000,-554,247,5507,-391,13,40
1,4563,2144,-100,5771,-385,23,37
2,4643,2144,-100,5771,-385,23,37
0,8000,-611,269,5501,-318,30,15
1,8563,2081,-78,5826,-316,36,16
2,8643,2081,-78,5826,-316,36,16
0,12000,-736,349,5501,-232,37,-7
1,12563,1892,4,5945,-223,50,-5
2,12643,1892,4,5945,-223,50,-5
0,16000,-929,457,5524,-117,58,-25
1,16563,1677,98,6086,-105,68,-20
2,16643,1677,98,6086,-105,68,-20
0,20000,-1124,521,5603,16,73,-34
1,20563,1468,154,6186,30,86,-29
2,20643,1468,154,6186,30,86,-29
0,24000,-1231,484,5715,129,76,-50
1,24563,1390,126,6189,132,90,-45
2,24643,1390,126,6189,132,90,-45
0,28000,-1283,414,5859,190,94,-73
1,28563,1394,29,6142,180,109,-66
2,28643,1394,29,6142,180,109,-66
0,32000,-1279,372,5954,211,116,-105
1,32563,1435,-47,6044,200,134,-95
2,32643,1435,-47,6044,200,134,-95
0,36000,-1186,282,6031,187,108,-139
1,36563,1574,-114,5890,164,111,-134
2,36643,1574,-114,5890,164,111,-134
0,40001,-1052,268,6064,170,141,-178
1,40564,1699,-137,5976,143,169,-172
2,40644,1699,-137,5976,143,169,-172
0,44001,-956,294,5973,147,132,-224
1,44564,1810,-110,5826,119,150,-209
2,44644,1810,-110,5826,119,150,-209
0,48000,-855,330,5838,127,140,-262
1,48563,1927,-72,5804,112,183,-250
2,48643,1927,-72,5804,112,183,-250
0,52000,-769,356,5819,132,170,-305
1,52563,1991,-18,5860,115,205,-288
2,52643,1991,-18,5860,115,205,-288
0,56000,-718,379,5781,150,169,-336
1,56563,2022,-3,5912,134,211,-322
2,56643,2022,-3,5912,134,211,-322
0,60000,-668,388,5800,178,184,-365
1,60563,2015,7,5953,172,235,-345
2,60643,2015,7,5953,172,235,-345
0,64000,-684,400,5859,199,194,-380
1,64563,1937,-3,5893,184,239,-360
2,64643,1937,-3,5893,184,239,-360
0,68000,-766,365,5928,181,181,-381
1,68563,1788,-35,5787,164,218,-361
2,68643,1788,-35,5787,164,218,-361
0,72000,-731,355,5976,124,138,-374
1,72563,1805,-41,5669,104,178,-355
2,72643,1805,-41,5669,104,178,-355
0,76000,-728,411,5998,62,124,-347
1,76563,1759,26,5794,47,163,-334
2,76643,1759,26,5794,47,163,-334
0,80001,-701,571,6038,17,49,-315
