device,micros,ax,ay,az,gx,gy,gz
0,0,1630,299,3308,-4572,214,340
1,563,4167,-221,3321,-4481,278,447
2,643,4167,-221,3321,-4481,278,447
0,4000,1609,255,3295,-4570,224,341
1,4562,4152,-242,3308,-4480,291,447
2,4643,4152,-242,3308,-4480,291,447
0,8000,1620,241,3314,-4574,245,336
1,8562,4160,-251,3313,-4479,309,444
2,8643,4160,-251,3313,-4479,309,444
0,12000,1596,224,3321,-4571,259,337
1,12562,4148,-280,3317,-4477,324,442
2,12643,4148,-280,3317,-4477,324,442
0,16000,1604,203,3310,-4572,276,332
1,16562,4160,-304,3296,-4478,340,439
2,16643,4160,-304,3296,-4478,340,439
0,20000,1604,196,3291,-4570,286,328
1,20562,4166,-297,3321,-4476,354,440
2,20643,4166,-297,3321,-4476,354,440
0,24000,1616,204,3330,-4567,304,325
1,24562,4162,-278,3319,-4474,368,439
2,24643,4162,-278,3319,-4474,368,439
0,28000,1641,251,3311,-4565,317,324
1,28562,4194,-242,3323,-4468,384,442
2,28643,4194,-242,3323,-4468,384,442
0,32000,1650,249,3317,-4565,325,325
1,32562,4194,-225,3347,-4465,392,440
2,32643,4194,-225,3347,-4465,392,440
0,36000,1673,280,3360,-4556,341,324
1,36562,4195,-217,3396,-4464,404,447
2,36643,4195,-217,3396,-4464,404,447
0,39999,1670,293,3380,-4547,353,327
1,40562,4195,-203,3425,-4454,416,450
2,40642,4195,-203,3425,-4454,416,450
0,43999,1678,304,3399,-4540,361,340
1,44562,4196,-193,3448,-4443,422,459
2,44642,4196,-193,3448,-4443,422,459
0,47999,1685,319,3415,-4529,367,343
1,48562,4171,-196,3497,-4435,429,463
2,48642,4171,-196,3497,-4435,429,463
0,51999,1665,319,3414,-4519,373,344
1,52562,4154,-176,3502,-4423,432,474
2,52642,4154,-176,3502,-4423,432,474
0,55999,1656,321,3423,-4506,381,357
1,56562,4150,-169,3488,-4406,434,481
2,56642,4150,-169,3488,-4406,434,481
0,59999,1655,325,3422,-4488,385,367
1,60562,4145,-180,3492,-4392,442,490
2,60642,4145,-180,3492,-4392,442,490
0,63999,1659,310,3393,-4472,393,367
1,64562,4141,-181,3496,-4374,445,499
2,64642,4141,-181,3496,-4374,445,499
0,67999,1639,314,3389,-4454,392,381
1,68562,4135,-177,3473,-4356,449,502
2,68642,4135,-177,3473,-4356,449,502
0,71999,1622,304,3389,-4433,402,385
1,72562,4131,-185,3484,-4336,454,514
2,72642,4131,-185,3484,-4336,454,514
0,75999,1618,293,3364,-4408,410,392
1,76562,4117,-185,3474,-4311,457,517
2,76642,4117,-185,3474,-4311,457,517
0,79999,1598,269,3341,-4385,415,399
1,80562,4101,-193,3454,-4287,464,525
2,80642,4101,-193,3454,-4287,464,525
0,84001,1580,266,3333,-4359,422,405
1,84564,4094,-201,3450,-4263,472,531
2,84644,4094,-201,3450,-4263,472,531
0,87999,1584,249,3321,-4336,433,411
1,88562,4088,-214,3423,-4236,481,540
2,88642,4088,-214,3423,-4236,481,540
0,91999,1559,257,3316,-4308,440,415
1,92562,4062,-198,3431,-4212,482,546
2,92642,4062,-198,3431,-4212,482,546
0,95999,1568,257,3337,-4285,447,422
1,96562,4079,-198,3466,-4187,492,552
2,96642,4079,-198,3466,-4187,492,552
0,99999,1556,250,3358,-4259,456,426
1,100562,4060,-188,3461,-4164,493,561
2,100642,4060,-188,3461,-4164,493,561
