device,micros,ax,ay,az,gx,gy,gz
0,0,-117,-483,2083,332,-69,-171
1,564,2421,-371,2122,316,-41,-189
2,644,2421,-371,2122,316,-41,-189
0,4001,-139,-513,2130,353,-65,-170
1,4566,2450,-416,2157,339,-41,-186
2,4646,2450,-416,2157,339,-41,-186
0,8001,-81,-490,2065,380,-60,-177
1,8565,2473,-383,2112,362,-36,-192
2,8645,2473,-383,2112,362,-36,-192
0,12002,-56,-512,2107,408,-58,-171
1,12566,2515,-406,2156,392,-36,-187
2,12646,2515,-406,2156,392,-36,-187
0,16001,-38,-528,2139,429,-56,-175
1,16566,2523,-446,2163,414,-35,-189
2,16646,2523,-446,2163,414,-35,-189
0,20001,-26,-525,2167,451,-45,-179
1,20565,2534,-431,2219,434,-26,-188
2,20646,2534,-431,2219,434,-26,-188
0,24000,14,-516,2163,476,-35,-173
1,24564,2540,-433,2234,454,-20,-186
2,24644,2540,-433,2234,454,-20,-186
0,28001,30,-489,2175,512,-19,-167
1,28566,2545,-399,2284,495,-1,-179
2,28646,2545,-399,2284,495,-1,-179
0,32001,49,-481,2167,559,-7,-162
1,32565,2589,-393,2321,543,9,-173
2,32645,2589,-393,2321,543,9,-173
0,36002,113,-500,2160,601,3,-162
1,36566,2644,-412,2305,587,16,-171
2,36646,2644,-412,2305,587,16,-171
0,40001,135,-484,2246,645,8,-160
1,40565,2677,-429,2323,621,19,-165
2,40645,2677,-429,2323,621,19,-165
0,44002,147,-495,2301,672,26,-158
1,44566,2698,-436,2314,645,42,-166
2,44646,2698,-436,2314,645,42,-166
0,48001,154,-511,2338,675,41,-163
1,48566,2699,-458,2271,650,60,-167
2,48646,2699,-458,2271,650,60,-167
0,52001,149,-506,2357,676,56,-168
1,52565,2725,-455,2305,649,83,-171
2,52646,2725,-455,2305,649,83,-171
0,56000,174,-513,2377,664,74,-173
1,56564,2777,-462,2250,635,95,-174
2,56644,2777,-462,2250,635,95,-174
0,60001,197,-552,2376,642,90,-180
1,60566,2797,-504,2332,627,96,-181
2,60646,2797,-504,2332,627,96,-181
0,64001,179,-515,2514,643,103,-189
1,64565,2768,-478,2328,619,123,-186
2,64645,2768,-478,2328,619,123,-186
0,68002,173,-496,2572,617,123,-196
1,68566,2748,-472,2392,595,129,-188
2,68646,2748,-472,2392,595,129,-188
0,72001,174,-481,2587,586,131,-200
1,72566,2733,-466,2326,561,162,-189
2,72646,2733,-466,2326,561,162,-189
0,76001,174,-478,2614,543,144,-204
1,76565,2730,-449,2320,516,163,-191
2,76646,2730,-449,2320,516,163,-191
0,80000,169,-486,2603,497,157,-205
1,80564,2734,-475,2340,475,179,-195
2,80644,2734,-475,2340,475,179,-195
0,84001,161,-528,2614,454,165,-211
1,84566,2745,-523,2328,427,196,-197
2,84646,2745,-523,2328,427,196,-197
0,88001,150,-559,2671,400,181,-217
1,88565,2738,-546,2360,381,206,-202
2,88645,2738,-546,2360,381,206,-202
0,92002,138,-557,2762,344,198,-229
1,92566,2728,-565,2392,323,227,-206
2,92646,2728,-565,2392,323,227,-206
0,96001,131,-580,2791,281,210,-238
1,96566,2706,-569,2442,264,241,-216
2,96646,2706,-569,2442,264,241,-216
0,100001,113,-589,2816,222,220,-243
1,100565,2695,-581,2510,208,249,-213
2,100646,2695,-581,2510,208,249,-213
0,104000,113,-612,2856,172,233,-247
1,104564,2698,-631,2550,157,266,-221
2,104644,2698,-631,2550,157,266,-221
0,108001,111,-667,2877,125,241,-254
1,108566,2687,-665,2570,110,274,-223
2,108646,2687,-665,2570,110,274,-223
0,112001,89,-680,2920,80,253,-259
1,112565,2671,-708,2619,63,285,-228
