device,micros,ax,ay,az,gx,gy,gz
0,0,-1681,-2465,3677,-176,1683,-1409
1,562,861,-2522,3194,-148,1822,-1184
2,643,861,-2522,3194,-148,1822,-1184
0,3999,-1669,-2416,3673,-194,1705,-1429
1,4562,876,-2498,3218,-163,1847,-1195
2,4642,876,-2498,3218,-163,1847,-1195
0,8000,-1662,-2415,3670,-205,1724,-1443
1,8563,878,-2495,3259,-176,1868,-1207
2,8643,878,-2495,3259,-176,1868,-1207
0,12000,-1647,-2387,3647,-210,1748,-1454
1,12562,887,-2466,3269,-176,1891,-1220
2,12643,887,-2466,3269,-176,1891,-1220
0,15999,-1652,-2361,3647,-209,1768,-1475
1,16562,880,-2449,3297,-180,1913,-1238
2,16642,880,-2449,3297,-180,1913,-1238
0,20000,-1655,-2341,3639,-206,1782,-1489
1,20563,876,-2428,3314,-170,1936,-1253
2,20643,876,-2428,3314,-170,1936,-1253
0,24000,-1675,-2333,3611,-191,1793,-1509
1,24562,885,-2408,3330,-156,1953,-1259
2,24643,885,-2408,3330,-156,1953,-1259
0,27999,-1689,-2336,3597,-167,1815,-1519
1,28562,864,-2413,3360,-135,1968,-1282
2,28642,864,-2413,3360,-135,1968,-1282
0,32000,-1706,-2332,3599,-139,1834,-1539
1,32563,849,-2405,3365,-107,1984,-1295
2,32643,849,-2405,3365,-107,1984,-1295
0,36000,-1723,-2346,3580,-111,1845,-1560
1,36562,830,-2421,3374,-78,1998,-1307
2,36643,830,-2421,3374,-78,1998,-1307
0,39999,-1747,-2363,3585,-78,1855,-1575
1,40561,805,-2430,3366,-43,2016,-1326
2,40642,805,-2430,3366,-43,2016,-1326
0,43999,-1800,-2375,3586,-47,1873,-1592
1,44562,784,-2452,3347,-12,2027,-1343
2,44642,784,-2452,3347,-12,2027,-1343
0,48000,-1826,-2403,3572,-12,1881,-1612
1,48563,754,-2467,3357,19,2043,-1363
2,48643,754,-2467,3357,19,2043,-1363
0,52000,-1850,-2433,3567,18,1893,-1638
1,52562,716,-2500,3321,48,2058,-1386
2,52643,716,-2500,3321,48,2058,-1386
0,55999,-1882,-2451,3539,53,1904,-1653
