device,micros,ax,ay,az,gx,gy,gz
0,0,-837,-1894,3619,224,47,-465
1,563,1637,-1977,3585,212,103,-462
2,643,1637,-1977,3585,212,103,-462
0,3999,-862,-1924,3594,278,42,-461
1,4562,1618,-2004,3559,264,92,-462
2,4642,1618,-2004,3559,264,92,-462
0,7999,-883,-1963,3569,331,31,-457
1,8562,1595,-2030,3535,319,82,-458
2,8642,1595,-2030,3535,319,82,-458
0,11999,-921,-1975,3568,386,24,-450
1,12561,1578,-2043,3530,374,72,-459
2,12641,1578,-2043,3530,374,72,-459
0,16000,-936,-1988,3558,440,14,-448
1,16563,1576,-2047,3526,430,63,-456
2,16643,1576,-2047,3526,430,63,-456
0,19999,-951,-2017,3546,500,5,-450
1,20562,1562,-2074,3512,482,54,-459
2,20642,1562,-2074,3512,482,54,-459
0,23999,-970,-2023,3557,551,2,-447
1,24562,1558,-2090,3490,532,43,-455
2,24642,1558,-2090,3490,532,43,-455
0,27999,-978,-2040,3552,605,-9,-448
1,28561,1544,-2092,3493,587,33,-462
2,28641,1544,-2092,3493,587,33,-462
0,32000,-980,-2023,3569,652,-20,-447
1,32563,1538,-2087,3493,632,23,-461
2,32643,1538,-2087,3493,632,23,-461
0,35999,-993,-2019,3580,696,-28,-451
1,36562,1533,-2092,3485,669,20,-467
2,36642,1533,-2092,3485,669,20,-467
0,39999,-995,-2008,3583,737,-37,-457
1,40561,1529,-2079,3480,711,8,-469
2,40641,1529,-2079,3480,711,8,-469
0,44000,-1000,-1984,3624,770,-44,-459
1,44563,1525,-2059,3480,742,-6,-477
2,44643,1525,-2059,3480,742,-6,-477
0,47999,-1012,-1962,3647,798,-56,-466
1,48562,1507,-2024,3482,768,-14,-488
2,48642,1507,-2024,3482,768,-14,-488
0,51999,-1020,-1928,3657,822,-65,-473
1,52562,1528,-2011,3473,789,-22,-496
2,52642,1528,-2011,3473,789,-22,-496
0,55999,-1043,-1889,3664,837,-75,-482
1,56561,1526,-1979,3496,804,-27,-505
2,56641,1526,-1979,3496,804,-27,-505
