device,micros,ax,ay,az,gx,gy,gz
0,0,1702,638,3838,712,694,545
1,562,4283,426,3653,705,590,621
2,643,4283,426,3653,705,590,621
0,4000,1740,635,3813,660,675,554
1,4563,4294,425,3601,653,581,627
2,4643,4294,425,3601,653,581,627
0,8000,1745,608,3793,608,667,561
1,8562,4311,419,3601,602,568,641
2,8643,4311,419,3601,602,568,641
0,12000,1759,596,3783,556,655,565
1,12563,4335,401,3588,551,553,640
2,12643,4335,401,3588,551,553,640
0,16000,1781,598,3778,506,643,572
1,16562,4351,393,3604,503,544,649
2,16643,4351,393,3604,503,544,649
0,20000,1793,582,3782,453,628,583
1,20563,4366,391,3593,447,535,653
2,20643,4366,391,3593,447,535,653
0,24000,1805,578,3764,405,620,586
1,24562,4395,380,3596,399,524,661
2,24643,4395,380,3596,399,524,661
0,28000,1823,561,3782,355,604,591
1,28563,4403,366,3592,353,511,660
2,28643,4403,366,3592,353,511,660
0,32000,1822,550,3761,305,594,592
1,32562,4422,354,3584,303,502,665
2,32643,4422,354,3584,303,502,665
0,36000,1847,559,3764,258,587,599
1,36563,4430,361,3570,254,493,669
2,36643,4430,361,3570,254,493,669
0,39999,1845,546,3751,205,571,603
1,40562,4446,351,3574,202,481,671
2,40642,4446,351,3574,202,481,671
0,43999,1882,531,3782,155,563,608
1,44562,4476,347,3575,153,469,674
2,44642,4476,347,3575,153,469,674
0,47999,1892,523,3801,104,548,606
1,48562,4503,336,3592,107,457,675
2,48642,4503,336,3592,107,457,675
0,51999,1914,526,3790,50,534,612
1,52562,4514,332,3576,49,444,682
2,52642,4514,332,3576,49,444,682
0,55999,1940,515,3807,-3,520,616
1,56562,4550,321,3583,-5,433,676
2,56642,4550,321,3583,-5,433,676
0,59999,1972,503,3798,-58,509,615
1,60562,4566,314,3584,-60,420,683
2,60642,4566,314,3584,-60,420,683
0,63999,1990,509,3813,-114,493,617
1,64562,4586,307,3572,-114,407,679
2,64642,4586,307,3572,-114,407,679
0,67999,2020,511,3814,-166,478,621
1,68562,4597,304,3582,-166,394,683
2,68642,4597,304,3582,-166,394,683
0,71999,2017,510,3844,-224,463,618
1,72562,4610,305,3628,-222,380,682
2,72642,4610,305,3628,-222,380,682
0,75999,2032,506,3848,-279,445,621
1,76562,4598,306,3641,-277,365,681
2,76642,4598,306,3641,-277,365,681
0,80000,2025,507,3862,-337,429,621
1,80563,4608,306,3651,-331,349,682
2,80643,4608,306,3651,-331,349,682
0,84000,2022,495,3866,-386,410,624
1,84562,4615,294,3669,-385,329,680
2,84643,4615,294,3669,-385,329,680
0,88000,2033,495,3868,-441,387,626
1,88563,4630,289,3664,-434,315,684
2,88643,4630,289,3664,-434,315,684
0,92000,2035,503,3897,-495,371,624
1,92562,4629,278,3678,-485,294,681
2,92643,4629,278,3678,-485,294,681
0,96000,2036,479,3911,-541,344,627
1,96563,4629,281,3705,-537,270,678
2,96643,4629,281,3705,-537,270,678
0,100000,2039,492,3911,-590,324,626
1,100562,4639,269,3708,-581,251,675
2,100643,4639,269,3708,-581,251,675
0,104000,2038,468,3926,-637,297,626
1,104563,4647,248,3737,-629,230,677
2,104643,4647,248,3737,-629,230,677
0,108000,2029,464,3946,-677,274,627
1,108562,4646,232,3747,-672,205,668
2,108643,4646,232,3747,-672,205,668
0,112000,2036,436,3939,-720,249,626
1,112563,4667,209,3763,-707,183,663
2,112643,4667,209,3763,-707,183,663
0,116000,2067,405,3916,-756,224,622
1,116562,4680,166,3788,-745,154,657
2,116643,4680,166,3788,-745,154,657
0,120000,2073,368,3938,-790,193,614
1,120563,4707,125,3806,-780,133,651
2,120643,4707,125,3806,-780,133,651
0,124000,2096,340,3956,-820,167,606
1,124562,4737,76,3830,-809,107,636
2,124643,4737,76,3830,-809,107,636
0,128000,2138,292,3978,-850,137,598
1,128563,4777,47,3817,-840,82,621
2,128643,4777,47,3817,-840,82,621
0,132000,2148,261,3959,-877,113,587
1,132562,4824,18,3821,-866,58,608
2,132643,4824,18,3821,-866,58,608
0,136000,2172,237,3934,-902,83,567
1,136563,4852,6,3795,-890,33,589
2,136643,4852,6,3795,-890,33,589
0,140000,2199,228,3918,-925,54,558
1,140562,4879,4,3785,-910,7,572
2,140643,4879,4,3785,-910,7,572
0,144000,2235,229,3888,-945,32,546
1,144563,4915,5,3774,-933,-16,558
2,144643,4915,5,3774,-933,-16,558
0,148000,2265,225,3896,-963,3,527
1,148562,4940,10,3816,-947,-41,541
2,148643,4940,10,3816,-947,-41,541
0,152000,2315,225,3913,-971,-25,520
1,152563,4973,-8,3829,-958,-65,520
2,152643,4973,-8,3829,-958,-65,520
0,156000,2343,221,3926,-987,-55,504
1,156562,4999,-9,3858,-978,-92,505
2,156643,4999,-9,3858,-978,-92,505
0,160000,2359,203,3938,-997,-79,481
1,160563,5037,-18,3849,-986,-116,487
