device,micros,ax,ay,az,gx,gy,gz
0,0,1713,-231,2940,-1878,1768,1077
1,563,4224,-394,2986,-1808,1611,1335
2,643,4224,-394,2986,-1808,1611,1335
0,4001,1718,-274,2952,-1870,1766,1077
1,4564,4241,-417,2976,-1801,1610,1333
2,4645,4241,-417,2976,-1801,1610,1333
0,8002,1738,-222,2920,-1848,1747,1082
1,8565,4245,-370,3001,-1781,1611,1337
2,8645,4245,-370,3001,-1781,1611,1337
0,12001,1762,-209,2933,-1836,1728,1087
1,12564,4277,-349,3020,-1764,1609,1341
2,12645,4277,-349,3020,-1764,1609,1341
0,16002,1795,-221,2959,-1820,1719,1093
1,16565,4301,-377,3017,-1752,1610,1342
2,16645,4301,-377,3017,-1752,1610,1342
0,20001,1813,-188,2975,-1805,1695,1099
1,20564,4338,-346,3013,-1741,1542,1345
2,20645,4338,-346,3013,-1741,1542,1345
0,24002,1864,-212,3029,-1798,1677,1101
1,24565,4367,-379,3038,-1733,1538,1342
2,24645,4367,-379,3038,-1733,1538,1342
0,28001,1887,-218,3050,-1789,1658,1099
1,28564,4390,-379,3067,-1722,1530,1345
2,28645,4390,-379,3067,-1722,1530,1345
0,32002,1907,-240,3026,-1781,1639,1104
1,32565,4422,-393,3043,-1714,1506,1343
2,32645,4422,-393,3043,-1714,1506,1343
0,36001,1934,-229,3010,-1780,1621,1102
1,36564,4453,-378,2988,-1716,1489,1339
2,36645,4453,-378,2988,-1716,1489,1339
0,40001,1939,-229,3015,-1784,1607,1103
1,40564,4465,-378,2988,-1718,1468,1338
2,40644,4465,-378,2988,-1718,1468,1338
0,44001,1917,-220,3060,-1792,1586,1100
1,44564,4470,-404,2972,-1734,1458,1331
2,44644,4470,-404,2972,-1734,1458,1331
0,48001,1919,-231,3079,-1814,1576,1098
1,48564,4460,-400,2987,-1754,1442,1326
2,48644,4460,-400,2987,-1754,1442,1326
0,52001,1902,-271,3083,-1830,1557,1095
1,52564,4473,-443,2962,-1774,1430,1320
2,52644,4473,-443,2962,-1774,1430,1320
0,56001,1884,-295,3087,-1857,1547,1086
1,56564,4464,-466,2897,-1802,1412,1309
2,56644,4464,-466,2897,-1802,1412,1309
0,60001,1920,-240,3071,-1883,1517,1083
1,60564,4466,-406,2905,-1827,1390,1301
2,60644,4466,-406,2905,-1827,1390,1301
0,64001,1940,-207,3132,-1918,1505,1078
1,64564,4481,-381,2943,-1863,1379,1299
2,64644,4481,-381,2943,-1863,1379,1299
0,68001,1941,-190,3148,-1953,1487,1073
1,68564,4490,-386,2978,-1899,1363,1288
2,68644,4490,-386,2978,-1899,1363,1288
0,72001,1982,-148,3196,-1990,1465,1070
1,72564,4500,-337,3014,-1932,1343,1291
2,72644,4500,-337,3014,-1932,1343,1291
0,76001,2021,-92,3231,-2029,1446,1075
1,76564,4546,-311,3038,-1971,1320,1288
2,76644,4546,-311,3038,-1971,1320,1288
0,80001,2057,-103,3212,-2070,1423,1075
1,80564,4588,-320,3001,-2012,1303,1289
2,80644,4588,-320,3001,-2012,1303,1289
0,84001,2086,-130,3229,-2123,1399,1075
1,84564,4638,-343,2975,-2070,1282,1287
2,84644,4638,-343,2975,-2070,1282,1287
0,88001,2154,-150,3193,-2177,1379,1072
1,88564,4689,-376,2951,-2115,1261,1281
2,88644,4689,-376,2951,-2115,1261,1281
0,92001,2176,-173,3181,-2223,1360,1072
1,92564,4739,-404,2943,-2167,1248,1277
2,92644,4739,-404,2943,-2167,1248,1277
0,96001,2193,-222,3177,-2270,1339,1064
1,96564,4758,-438,2950,-2209,1224,1266
2,96644,4758,-438,2950,-2209,1224,1266
0,100001,2214,-235,3229,-2316,1314,1060
1,100564,4782,-442,2991,-2253,1200,1259
2,100644,4782,-442,2991,-2253,1200,1259
0,104001,2235,-204,3244,-2352,1284,1054
1,104564,4794,-445,3060,-2292,1178,1252
2,104644,4794,-445,3060,-2292,1178,1252
0,108001,2243,-205,3283,-2382,1262,1052
1,108564,4797,-432,3114,-2319,1154,1246
